cpus=28
     hello.1.out-987566 [010] 692184.128544: funcgraph_entry:        1.979 us   |  mutex_unlock();
     hello.1.out-987566 [010] 692184.130050: funcgraph_exit:       # 1497.173 us |  }
     hello.1.out-987566 [010] 692184.130051: funcgraph_entry:                   |  syscall_exit_to_user_mode_prepare() {
     hello.1.out-987566 [010] 692184.130051: funcgraph_entry:                   |    syscall_exit_work() {
     hello.1.out-987566 [010] 692184.130052: sys_exit_execve:      0x0
     hello.1.out-987566 [010] 692184.130052: funcgraph_exit:         1.071 us   |    }
     hello.1.out-987566 [010] 692184.130053: funcgraph_exit:         1.835 us   |  }
     hello.1.out-987566 [010] 692184.130053: funcgraph_entry:                   |  task_work_run() {
     hello.1.out-987566 [010] 692184.130053: funcgraph_entry:        0.320 us   |    _raw_spin_lock_irq();
     hello.1.out-987566 [010] 692184.130054: funcgraph_entry:        0.303 us   |    _raw_spin_unlock_irq();
     hello.1.out-987566 [010] 692184.130055: funcgraph_entry:        0.345 us   |    task_mm_cid_work();
     hello.1.out-987566 [010] 692184.130055: funcgraph_entry:        0.289 us   |    __cond_resched();
     hello.1.out-987566 [010] 692184.130056: funcgraph_exit:         2.907 us   |  }
     hello.1.out-987566 [010] 692184.130056: funcgraph_entry:        0.309 us   |  mem_cgroup_handle_over_high();
     hello.1.out-987566 [010] 692184.130057: funcgraph_entry:        0.309 us   |  blkcg_maybe_throttle_current();
     hello.1.out-987566 [010] 692184.130057: funcgraph_entry:        0.307 us   |  fpregs_assert_state_consistent();
     hello.1.out-987566 [010] 692184.130058: funcgraph_entry:                   |  switch_fpu_return() {
     hello.1.out-987566 [010] 692184.130058: funcgraph_entry:        0.654 us   |    restore_fpregs_from_fpstate();
     hello.1.out-987566 [010] 692184.130059: funcgraph_exit:         1.376 us   |  }
     hello.1.out-987566 [010] 692184.130062: funcgraph_entry:                   |  lock_vma_under_rcu() {
     hello.1.out-987566 [010] 692184.130062: funcgraph_entry:        0.345 us   |    __rcu_read_lock();
     hello.1.out-987566 [010] 692184.130063: funcgraph_entry:        0.359 us   |    down_read_trylock();
     hello.1.out-987566 [010] 692184.130064: funcgraph_entry:        0.326 us   |    __rcu_read_unlock();
     hello.1.out-987566 [010] 692184.130064: funcgraph_exit:         2.628 us   |  }
     hello.1.out-987566 [010] 692184.130065: funcgraph_entry:                   |  handle_mm_fault() {
     hello.1.out-987566 [010] 692184.130065: funcgraph_entry:      + 13.077 us  |    __handle_mm_fault();
     hello.1.out-987566 [010] 692184.130078: funcgraph_entry:        0.367 us   |    __rcu_read_lock();
     hello.1.out-987566 [010] 692184.130079: funcgraph_entry:        0.329 us   |    mem_cgroup_from_task();
     hello.1.out-987566 [010] 692184.130080: funcgraph_entry:        0.439 us   |    __count_memcg_events();
     hello.1.out-987566 [010] 692184.130080: funcgraph_entry:        0.305 us   |    __rcu_read_unlock();
     hello.1.out-987566 [010] 692184.130081: funcgraph_exit:       + 16.358 us  |  }
     hello.1.out-987566 [010] 692184.130081: funcgraph_entry:        0.324 us   |  __rcu_read_lock();
     hello.1.out-987566 [010] 692184.130082: funcgraph_entry:        0.300 us   |  up_read();
     hello.1.out-987566 [010] 692184.130082: funcgraph_entry:        0.296 us   |  __rcu_read_unlock();
     hello.1.out-987566 [010] 692184.130083: funcgraph_entry:        0.313 us   |  fpregs_assert_state_consistent();
     hello.1.out-987566 [010] 692184.130085: funcgraph_entry:                   |  lock_vma_under_rcu() {
     hello.1.out-987566 [010] 692184.130086: funcgraph_entry:        0.279 us   |    __rcu_read_lock();
     hello.1.out-987566 [010] 692184.130086: funcgraph_entry:        0.302 us   |    down_read_trylock();
     hello.1.out-987566 [010] 692184.130087: funcgraph_entry:        0.298 us   |    __rcu_read_unlock();
     hello.1.out-987566 [010] 692184.130087: funcgraph_exit:         2.101 us   |  }
     hello.1.out-987566 [010] 692184.130088: funcgraph_entry:                   |  handle_mm_fault() {
     hello.1.out-987566 [010] 692184.130088: funcgraph_entry:        8.409 us   |    __handle_mm_fault();
     hello.1.out-987566 [010] 692184.130097: funcgraph_entry:        0.300 us   |    __rcu_read_lock();
     hello.1.out-987566 [010] 692184.130097: funcgraph_entry:        0.283 us   |    mem_cgroup_from_task();
     hello.1.out-987566 [010] 692184.130098: funcgraph_entry:        0.379 us   |    __count_memcg_events();
     hello.1.out-987566 [010] 692184.130099: funcgraph_entry:        0.283 us   |    __rcu_read_unlock();
     hello.1.out-987566 [010] 692184.130099: funcgraph_exit:       + 11.508 us  |  }
     hello.1.out-987566 [010] 692184.130100: funcgraph_entry:        0.286 us   |  __rcu_read_lock();
     hello.1.out-987566 [010] 692184.130100: funcgraph_entry:        0.327 us   |  up_read();
     hello.1.out-987566 [010] 692184.130101: funcgraph_entry:        0.325 us   |  __rcu_read_unlock();
     hello.1.out-987566 [010] 692184.130101: funcgraph_entry:        0.321 us   |  fpregs_assert_state_consistent();
     hello.1.out-987566 [010] 692184.130103: funcgraph_entry:                   |  lock_vma_under_rcu() {
     hello.1.out-987566 [010] 692184.130104: funcgraph_entry:      + 11.345 us  |    __rcu_read_lock();
     hello.1.out-987566 [010] 692184.130115: funcgraph_entry:        0.495 us   |    down_read_trylock();
     hello.1.out-987566 [010] 692184.130116: funcgraph_entry:        0.359 us   |    __rcu_read_unlock();
     hello.1.out-987566 [010] 692184.130117: funcgraph_exit:       + 13.565 us  |  }
     hello.1.out-987566 [010] 692184.130117: funcgraph_entry:                   |  handle_mm_fault() {
     hello.1.out-987566 [010] 692184.130118: funcgraph_entry:        7.735 us   |    __handle_mm_fault();
     hello.1.out-987566 [010] 692184.130126: funcgraph_entry:        0.282 us   |    __rcu_read_lock();
     hello.1.out-987566 [010] 692184.130126: funcgraph_entry:        0.285 us   |    mem_cgroup_from_task();
     hello.1.out-987566 [010] 692184.130127: funcgraph_entry:        0.414 us   |    __count_memcg_events();
     hello.1.out-987566 [010] 692184.130127: funcgraph_entry:        0.277 us   |    __rcu_read_unlock();
     hello.1.out-987566 [010] 692184.130128: funcgraph_exit:       + 10.758 us  |  }
     hello.1.out-987566 [010] 692184.130128: funcgraph_entry:        0.277 us   |  __rcu_read_lock();
     hello.1.out-987566 [010] 692184.130129: funcgraph_entry:        0.298 us   |  up_read();
     hello.1.out-987566 [010] 692184.130129: funcgraph_entry:        0.283 us   |  __rcu_read_unlock();
     hello.1.out-987566 [010] 692184.130130: funcgraph_entry:        0.275 us   |  fpregs_assert_state_consistent();
     hello.1.out-987566 [010] 692184.130132: funcgraph_entry:                   |  lock_vma_under_rcu() {
     hello.1.out-987566 [010] 692184.130133: funcgraph_entry:        0.321 us   |    __rcu_read_lock();
     hello.1.out-987566 [010] 692184.130133: funcgraph_entry:        0.301 us   |    down_read_trylock();
     hello.1.out-987566 [010] 692184.130134: funcgraph_entry:        0.285 us   |    __rcu_read_unlock();
     hello.1.out-987566 [010] 692184.130135: funcgraph_exit:         2.104 us   |  }
     hello.1.out-987566 [010] 692184.130135: funcgraph_entry:                   |  handle_mm_fault() {
     hello.1.out-987566 [010] 692184.130135: funcgraph_entry:        2.913 us   |    __handle_mm_fault();
     hello.1.out-987566 [010] 692184.130139: funcgraph_entry:        0.292 us   |    __rcu_read_lock();
     hello.1.out-987566 [010] 692184.130139: funcgraph_entry:        0.291 us   |    mem_cgroup_from_task();
     hello.1.out-987566 [010] 692184.130140: funcgraph_entry:        0.365 us   |    __count_memcg_events();
     hello.1.out-987566 [010] 692184.130140: funcgraph_entry:        0.271 us   |    __rcu_read_unlock();
     hello.1.out-987566 [010] 692184.130141: funcgraph_exit:         5.960 us   |  }
     hello.1.out-987566 [010] 692184.130141: funcgraph_entry:        0.281 us   |  __rcu_read_lock();
     hello.1.out-987566 [010] 692184.130142: funcgraph_entry:        0.300 us   |  up_read();
     hello.1.out-987566 [010] 692184.130142: funcgraph_entry:        0.284 us   |  __rcu_read_unlock();
     hello.1.out-987566 [010] 692184.130143: funcgraph_entry:        0.273 us   |  fpregs_assert_state_consistent();
     hello.1.out-987566 [010] 692184.130145: funcgraph_entry:                   |  lock_vma_under_rcu() {
     hello.1.out-987566 [010] 692184.130145: funcgraph_entry:        0.278 us   |    __rcu_read_lock();
     hello.1.out-987566 [010] 692184.130146: funcgraph_entry:        0.306 us   |    down_read_trylock();
     hello.1.out-987566 [010] 692184.130146: funcgraph_entry:        0.263 us   |    __rcu_read_unlock();
     hello.1.out-987566 [010] 692184.130147: funcgraph_exit:         2.018 us   |  }
     hello.1.out-987566 [010] 692184.130147: funcgraph_entry:                   |  handle_mm_fault() {
     hello.1.out-987566 [010] 692184.130147: funcgraph_entry:        7.758 us   |    __handle_mm_fault();
     hello.1.out-987566 [010] 692184.130155: funcgraph_entry:        0.295 us   |    __rcu_read_lock();
     hello.1.out-987566 [010] 692184.130156: funcgraph_entry:        0.974 us   |    mem_cgroup_from_task();
     hello.1.out-987566 [010] 692184.130158: funcgraph_entry:        0.875 us   |    __count_memcg_events();
     hello.1.out-987566 [010] 692184.130159: funcgraph_entry:        0.279 us   |    __rcu_read_unlock();
     hello.1.out-987566 [010] 692184.130160: funcgraph_exit:       + 12.721 us  |  }
     hello.1.out-987566 [010] 692184.130160: funcgraph_entry:        0.280 us   |  __rcu_read_lock();
     hello.1.out-987566 [010] 692184.130161: funcgraph_entry:        0.301 us   |  up_read();
     hello.1.out-987566 [010] 692184.130161: funcgraph_entry:        0.274 us   |  __rcu_read_unlock();
     hello.1.out-987566 [010] 692184.130162: funcgraph_entry:        0.272 us   |  fpregs_assert_state_consistent();
     hello.1.out-987566 [010] 692184.130164: funcgraph_entry:                   |  lock_vma_under_rcu() {
     hello.1.out-987566 [010] 692184.130164: funcgraph_entry:        0.297 us   |    __rcu_read_lock();
     hello.1.out-987566 [010] 692184.130165: funcgraph_entry:        0.317 us   |    down_read_trylock();
     hello.1.out-987566 [010] 692184.130166: funcgraph_entry:        0.284 us   |    __rcu_read_unlock();
     hello.1.out-987566 [010] 692184.130166: funcgraph_exit:         2.169 us   |  }
     hello.1.out-987566 [010] 692184.130166: funcgraph_entry:                   |  handle_mm_fault() {
     hello.1.out-987566 [010] 692184.130167: funcgraph_entry:        6.203 us   |    __handle_mm_fault();
     hello.1.out-987566 [010] 692184.130173: funcgraph_entry:        0.321 us   |    __rcu_read_lock();
     hello.1.out-987566 [010] 692184.130174: funcgraph_entry:        0.272 us   |    mem_cgroup_from_task();
     hello.1.out-987566 [010] 692184.130174: funcgraph_entry:        0.349 us   |    __count_memcg_events();
     hello.1.out-987566 [010] 692184.130175: funcgraph_entry:        0.275 us   |    __rcu_read_unlock();
     hello.1.out-987566 [010] 692184.130176: funcgraph_exit:         9.219 us   |  }
     hello.1.out-987566 [010] 692184.130176: funcgraph_entry:        0.296 us   |  __rcu_read_lock();
     hello.1.out-987566 [010] 692184.130177: funcgraph_entry:        0.299 us   |  up_read();
     hello.1.out-987566 [010] 692184.130178: funcgraph_entry:        1.086 us   |  __rcu_read_unlock();
     hello.1.out-987566 [010] 692184.130178: funcgraph_entry:        0.279 us   |  fpregs_assert_state_consistent();
     hello.1.out-987566 [010] 692184.130186: funcgraph_entry:                   |  lock_vma_under_rcu() {
     hello.1.out-987566 [010] 692184.130187: funcgraph_entry:        0.340 us   |    __rcu_read_lock();
     hello.1.out-987566 [010] 692184.130187: funcgraph_entry:        0.355 us   |    down_read_trylock();
     hello.1.out-987566 [010] 692184.130188: funcgraph_entry:        0.331 us   |    __rcu_read_unlock();
     hello.1.out-987566 [010] 692184.130189: funcgraph_exit:         2.414 us   |  }
     hello.1.out-987566 [010] 692184.130189: funcgraph_entry:                   |  handle_mm_fault() {
     hello.1.out-987566 [010] 692184.130189: funcgraph_entry:        8.059 us   |    __handle_mm_fault();
     hello.1.out-987566 [010] 692184.130198: funcgraph_entry:        0.296 us   |    __rcu_read_lock();
     hello.1.out-987566 [010] 692184.130198: funcgraph_entry:        0.271 us   |    mem_cgroup_from_task();
     hello.1.out-987566 [010] 692184.130199: funcgraph_entry:        0.380 us   |    __count_memcg_events();
     hello.1.out-987566 [010] 692184.130200: funcgraph_entry:        0.281 us   |    __rcu_read_unlock();
     hello.1.out-987566 [010] 692184.130200: funcgraph_exit:       + 11.134 us  |  }
     hello.1.out-987566 [010] 692184.130200: funcgraph_entry:        0.284 us   |  __rcu_read_lock();
     hello.1.out-987566 [010] 692184.130201: funcgraph_entry:        0.301 us   |  up_read();
     hello.1.out-987566 [010] 692184.130202: funcgraph_entry:        0.342 us   |  __rcu_read_unlock();
     hello.1.out-987566 [010] 692184.130202: funcgraph_entry:        0.270 us   |  fpregs_assert_state_consistent();
     hello.1.out-987566 [010] 692184.130203: funcgraph_entry:                   |  syscall_trace_enter() {
     hello.1.out-987566 [010] 692184.130204: sys_enter_brk:        brk: 0x00000000
     hello.1.out-987566 [010] 692184.130204: funcgraph_exit:         0.903 us   |  }
     hello.1.out-987566 [010] 692184.130204: funcgraph_entry:                   |  x64_sys_call() {
     hello.1.out-987566 [010] 692184.130205: funcgraph_entry:        0.743 us   |    __x64_sys_brk();
     hello.1.out-987566 [010] 692184.130206: funcgraph_exit:         1.720 us   |  }
     hello.1.out-987566 [010] 692184.130206: funcgraph_entry:                   |  syscall_exit_to_user_mode_prepare() {
     hello.1.out-987566 [010] 692184.130207: funcgraph_entry:                   |    syscall_exit_work() {
     hello.1.out-987566 [010] 692184.130207: sys_exit_brk:         0x62168699f000
     hello.1.out-987566 [010] 692184.130207: funcgraph_exit:         0.694 us   |    }
     hello.1.out-987566 [010] 692184.130208: funcgraph_exit:         1.245 us   |  }
     hello.1.out-987566 [010] 692184.130208: funcgraph_entry:        0.303 us   |  fpregs_assert_state_consistent();
     hello.1.out-987566 [010] 692184.130229: funcgraph_entry:                   |  lock_vma_under_rcu() {
     hello.1.out-987566 [010] 692184.130229: funcgraph_entry:        0.284 us   |    __rcu_read_lock();
     hello.1.out-987566 [010] 692184.130230: funcgraph_entry:        0.302 us   |    down_read_trylock();
     hello.1.out-987566 [010] 692184.130231: funcgraph_entry:        0.288 us   |    __rcu_read_unlock();
     hello.1.out-987566 [010] 692184.130231: funcgraph_exit:         2.106 us   |  }
     hello.1.out-987566 [010] 692184.130231: funcgraph_entry:                   |  handle_mm_fault() {
     hello.1.out-987566 [010] 692184.130232: funcgraph_entry:        8.247 us   |    __handle_mm_fault();
     hello.1.out-987566 [010] 692184.130240: funcgraph_entry:        0.293 us   |    __rcu_read_lock();
     hello.1.out-987566 [010] 692184.130241: funcgraph_entry:        0.284 us   |    mem_cgroup_from_task();
     hello.1.out-987566 [010] 692184.130241: funcgraph_entry:        0.405 us   |    __count_memcg_events();
     hello.1.out-987566 [010] 692184.130242: funcgraph_entry:        0.269 us   |    __rcu_read_unlock();
     hello.1.out-987566 [010] 692184.130243: funcgraph_exit:       + 11.262 us  |  }
     hello.1.out-987566 [010] 692184.130243: funcgraph_entry:        0.275 us   |  __rcu_read_lock();
     hello.1.out-987566 [010] 692184.130244: funcgraph_entry:        0.296 us   |  up_read();
     hello.1.out-987566 [010] 692184.130244: funcgraph_entry:        0.351 us   |  __rcu_read_unlock();
     hello.1.out-987566 [010] 692184.130245: funcgraph_entry:        0.277 us   |  fpregs_assert_state_consistent();
     hello.1.out-987566 [010] 692184.130292: funcgraph_entry:                   |  lock_vma_under_rcu() {
     hello.1.out-987566 [010] 692184.130292: funcgraph_entry:        0.354 us   |    __rcu_read_lock();
     hello.1.out-987566 [010] 692184.130293: funcgraph_entry:        0.354 us   |    down_read_trylock();
     hello.1.out-987566 [010] 692184.130293: funcgraph_entry:        0.330 us   |    __rcu_read_unlock();
     hello.1.out-987566 [010] 692184.130294: funcgraph_exit:         2.460 us   |  }
     hello.1.out-987566 [010] 692184.130294: funcgraph_entry:                   |  handle_mm_fault() {
     hello.1.out-987566 [010] 692184.130295: funcgraph_entry:      + 11.112 us  |    __handle_mm_fault();
     hello.1.out-987566 [010] 692184.130306: funcgraph_entry:        0.302 us   |    __rcu_read_lock();
     hello.1.out-987566 [010] 692184.130307: funcgraph_entry:        0.282 us   |    mem_cgroup_from_task();
     hello.1.out-987566 [010] 692184.130307: funcgraph_entry:        0.377 us   |    __count_memcg_events();
     hello.1.out-987566 [010] 692184.130308: funcgraph_entry:        0.274 us   |    __rcu_read_unlock();
     hello.1.out-987566 [010] 692184.130309: funcgraph_exit:       + 14.131 us  |  }
     hello.1.out-987566 [010] 692184.130309: funcgraph_entry:        0.274 us   |  __rcu_read_lock();
     hello.1.out-987566 [010] 692184.130309: funcgraph_entry:        0.298 us   |  up_read();
     hello.1.out-987566 [010] 692184.130310: funcgraph_entry:        0.280 us   |  __rcu_read_unlock();
     hello.1.out-987566 [010] 692184.130311: funcgraph_entry:        0.281 us   |  fpregs_assert_state_consistent();
     hello.1.out-987566 [010] 692184.130314: funcgraph_entry:                   |  lock_vma_under_rcu() {
     hello.1.out-987566 [010] 692184.130314: funcgraph_entry:        0.274 us   |    __rcu_read_lock();
     hello.1.out-987566 [010] 692184.130315: funcgraph_entry:        0.328 us   |    down_read_trylock();
     hello.1.out-987566 [010] 692184.130315: funcgraph_entry:        0.292 us   |    __rcu_read_unlock();
     hello.1.out-987566 [010] 692184.130316: funcgraph_exit:         2.523 us   |  }
     hello.1.out-987566 [010] 692184.130317: funcgraph_entry:                   |  handle_mm_fault() {
     hello.1.out-987566 [010] 692184.130317: funcgraph_entry:        3.521 us   |    __handle_mm_fault();
     hello.1.out-987566 [010] 692184.130321: funcgraph_entry:        0.273 us   |    __rcu_read_lock();
     hello.1.out-987566 [010] 692184.130321: funcgraph_entry:        0.281 us   |    mem_cgroup_from_task();
     hello.1.out-987566 [010] 692184.130322: funcgraph_entry:        0.422 us   |    __count_memcg_events();
     hello.1.out-987566 [010] 692184.130323: funcgraph_entry:        0.300 us   |    __rcu_read_unlock();
     hello.1.out-987566 [010] 692184.130323: funcgraph_exit:         6.595 us   |  }
     hello.1.out-987566 [010] 692184.130323: funcgraph_entry:        0.276 us   |  __rcu_read_lock();
     hello.1.out-987566 [010] 692184.130324: funcgraph_entry:        0.307 us   |  up_read();
     hello.1.out-987566 [010] 692184.130325: funcgraph_entry:        0.295 us   |  __rcu_read_unlock();
     hello.1.out-987566 [010] 692184.130325: funcgraph_entry:        0.274 us   |  fpregs_assert_state_consistent();
     hello.1.out-987566 [010] 692184.130329: funcgraph_entry:                   |  lock_vma_under_rcu() {
     hello.1.out-987566 [010] 692184.130329: funcgraph_entry:        0.285 us   |    __rcu_read_lock();
     hello.1.out-987566 [010] 692184.130330: funcgraph_entry:        0.333 us   |    down_read_trylock();
     hello.1.out-987566 [010] 692184.130330: funcgraph_entry:        0.289 us   |    __rcu_read_unlock();
     hello.1.out-987566 [010] 692184.130331: funcgraph_exit:         2.188 us   |  }
     hello.1.out-987566 [010] 692184.130331: funcgraph_entry:                   |  handle_mm_fault() {
     hello.1.out-987566 [010] 692184.130332: funcgraph_entry:        4.008 us   |    __handle_mm_fault();
     hello.1.out-987566 [010] 692184.130336: funcgraph_entry:        0.282 us   |    __rcu_read_lock();
     hello.1.out-987566 [010] 692184.130337: funcgraph_entry:        0.270 us   |    mem_cgroup_from_task();
     hello.1.out-987566 [010] 692184.130337: funcgraph_entry:        0.371 us   |    __count_memcg_events();
     hello.1.out-987566 [010] 692184.130338: funcgraph_entry:        0.278 us   |    __rcu_read_unlock();
     hello.1.out-987566 [010] 692184.130338: funcgraph_exit:         6.905 us   |  }
     hello.1.out-987566 [010] 692184.130339: funcgraph_entry:        0.281 us   |  __rcu_read_lock();
     hello.1.out-987566 [010] 692184.130339: funcgraph_entry:        0.299 us   |  up_read();
     hello.1.out-987566 [010] 692184.130340: funcgraph_entry:        0.288 us   |  __rcu_read_unlock();
     hello.1.out-987566 [010] 692184.130340: funcgraph_entry:        0.272 us   |  fpregs_assert_state_consistent();
     hello.1.out-987566 [010] 692184.130343: funcgraph_entry:                   |  lock_vma_under_rcu() {
     hello.1.out-987566 [010] 692184.130343: funcgraph_entry:        0.281 us   |    __rcu_read_lock();
     hello.1.out-987566 [010] 692184.130344: funcgraph_entry:        0.294 us   |    down_read_trylock();
     hello.1.out-987566 [010] 692184.130345: funcgraph_entry:        0.285 us   |    __rcu_read_unlock();
     hello.1.out-987566 [010] 692184.130345: funcgraph_exit:         2.009 us   |  }
     hello.1.out-987566 [010] 692184.130345: funcgraph_entry:                   |  handle_mm_fault() {
     hello.1.out-987566 [010] 692184.130346: funcgraph_entry:        9.422 us   |    __handle_mm_fault();
     hello.1.out-987566 [010] 692184.130356: funcgraph_entry:        0.286 us   |    __rcu_read_lock();
     hello.1.out-987566 [010] 692184.130356: funcgraph_entry:        0.284 us   |    mem_cgroup_from_task();
     hello.1.out-987566 [010] 692184.130357: funcgraph_entry:        0.368 us   |    __count_memcg_events();
     hello.1.out-987566 [010] 692184.130357: funcgraph_entry:        0.280 us   |    __rcu_read_unlock();
     hello.1.out-987566 [010] 692184.130358: funcgraph_exit:       + 12.418 us  |  }
     hello.1.out-987566 [010] 692184.130358: funcgraph_entry:        0.276 us   |  __rcu_read_lock();
     hello.1.out-987566 [010] 692184.130359: funcgraph_entry:        0.298 us   |  up_read();
     hello.1.out-987566 [010] 692184.130359: funcgraph_entry:        0.292 us   |  __rcu_read_unlock();
     hello.1.out-987566 [010] 692184.130360: funcgraph_entry:        0.264 us   |  fpregs_assert_state_consistent();
     hello.1.out-987566 [010] 692184.130362: funcgraph_entry:                   |  lock_vma_under_rcu() {
     hello.1.out-987566 [010] 692184.130363: funcgraph_entry:        0.283 us   |    __rcu_read_lock();
     hello.1.out-987566 [010] 692184.130363: funcgraph_entry:        0.303 us   |    down_read_trylock();
     hello.1.out-987566 [010] 692184.130364: funcgraph_entry:        0.285 us   |    __rcu_read_unlock();
     hello.1.out-987566 [010] 692184.130364: funcgraph_exit:         2.125 us   |  }
     hello.1.out-987566 [010] 692184.130365: funcgraph_entry:                   |  handle_mm_fault() {
     hello.1.out-987566 [010] 692184.130365: funcgraph_entry:        1.548 us   |    __handle_mm_fault();
     hello.1.out-987566 [010] 692184.130367: funcgraph_exit:         2.169 us   |  }
     hello.1.out-987566 [010] 692184.130367: funcgraph_entry:                   |  lock_mm_and_find_vma() {
     hello.1.out-987566 [010] 692184.130368: funcgraph_entry:        0.325 us   |    down_read_trylock();
     hello.1.out-987566 [010] 692184.130368: funcgraph_entry:        0.574 us   |    find_vma();
     hello.1.out-987566 [010] 692184.130369: funcgraph_exit:         1.749 us   |  }
     hello.1.out-987566 [010] 692184.130369: funcgraph_entry:                   |  handle_mm_fault() {
     hello.1.out-987566 [010] 692184.130370: funcgraph_entry:        3.122 us   |    __handle_mm_fault();
     hello.1.out-987566 [010] 692184.130373: funcgraph_entry:        0.275 us   |    __rcu_read_lock();
     hello.1.out-987566 [010] 692184.130374: funcgraph_entry:        0.274 us   |    mem_cgroup_from_task();
     hello.1.out-987566 [010] 692184.130374: funcgraph_entry:        0.359 us   |    __count_memcg_events();
     hello.1.out-987566 [010] 692184.130375: funcgraph_entry:        0.275 us   |    __rcu_read_unlock();
     hello.1.out-987566 [010] 692184.130376: funcgraph_exit:         6.064 us   |  }
     hello.1.out-987566 [010] 692184.130376: funcgraph_entry:        0.338 us   |  up_read();
     hello.1.out-987566 [010] 692184.130377: funcgraph_entry:        0.307 us   |  fpregs_assert_state_consistent();
     hello.1.out-987566 [010] 692184.130385: funcgraph_entry:                   |  syscall_trace_enter() {
     hello.1.out-987566 [010] 692184.130385: sys_enter_mmap:       addr: 0x00000000, len: 0x00002000, prot: 0x00000003, flags: 0x00000022, fd: 0xffffffff, off: 0x00000000
     hello.1.out-987566 [010] 692184.130386: funcgraph_exit:         1.078 us   |  }
     hello.1.out-987566 [010] 692184.130386: funcgraph_entry:                   |  x64_sys_call() {
     hello.1.out-987566 [010] 692184.130386: funcgraph_entry:      + 11.682 us  |    __x64_sys_mmap();
     hello.1.out-987566 [010] 692184.130398: funcgraph_exit:       + 12.628 us  |  }
     hello.1.out-987566 [010] 692184.130399: funcgraph_entry:                   |  syscall_exit_to_user_mode_prepare() {
     hello.1.out-987566 [010] 692184.130399: funcgraph_entry:                   |    syscall_exit_work() {
     hello.1.out-987566 [010] 692184.130399: sys_exit_mmap:        0x76aec6826000
     hello.1.out-987566 [010] 692184.130400: funcgraph_exit:         0.831 us   |    }
     hello.1.out-987566 [010] 692184.130400: funcgraph_exit:         1.441 us   |  }
     hello.1.out-987566 [010] 692184.130401: funcgraph_entry:        0.342 us   |  fpregs_assert_state_consistent();
     hello.1.out-987566 [010] 692184.130403: funcgraph_entry:                   |  lock_vma_under_rcu() {
     hello.1.out-987566 [010] 692184.130403: funcgraph_entry:        0.294 us   |    __rcu_read_lock();
     hello.1.out-987566 [010] 692184.130404: funcgraph_entry:        0.327 us   |    down_read_trylock();
     hello.1.out-987566 [010] 692184.130404: funcgraph_entry:        0.352 us   |    __rcu_read_unlock();
     hello.1.out-987566 [010] 692184.130405: funcgraph_exit:         2.207 us   |  }
     hello.1.out-987566 [010] 692184.130405: funcgraph_entry:                   |  handle_mm_fault() {
     hello.1.out-987566 [010] 692184.130405: funcgraph_entry:        9.523 us   |    __handle_mm_fault();
     hello.1.out-987566 [010] 692184.130415: funcgraph_entry:        0.311 us   |    __rcu_read_lock();
     hello.1.out-987566 [010] 692184.130416: funcgraph_entry:        0.287 us   |    mem_cgroup_from_task();
     hello.1.out-987566 [010] 692184.130416: funcgraph_entry:        0.365 us   |    __count_memcg_events();
